"";"data"
"4372";"RT @FiMillerPR: Don't agree  with much @LewisHamilton says, but wholeheartedly agree on subject of #BritishGP trophies!!!!"
"4373";"""where's the Gold trophy"" - Ha ha exactly @LewisHamilton <U+0001F3C6><U+0001F3C6><U+0001F3C1><U+0001F3C1> #F1 @SkySportsF1 #BritishGP #TeamLH"
"4374";"@SkySportsF1 well done Lewis #BritishGP"
"4375";"#GPGranBretaña Resultados / #BritishGP Results http://t.co/sfB8Ms5J09"
"4376";"Wins home Grand Prix, complains his trophy isn't gold. <U+0001F610> #BritishGP"
"4377";"RT @dafishdj: @MBrundleF1 best comment #f1 #BritishGP on #Vettel #alonso pass ""Stop moaning..."" #mwahahaha"
"4378";"#Hamilton  does it again. This time he represented very well on home soil. #F1 #Silverstone50 #BritishGP cc @dlwamafa"
"4379";"""This thing's falling to pieces"" - even @LewisHamilton thinks the #BritishGP trophies are rubbish! #F1"
"4380";"@panomac @alo_oficial I think he did alright, considering his tyres were 9 laps older. #BritishGP"
"4381";"<U+0414><U+044D><U+044D><U+044D><U+0432><U+0438><U+0434>! @therealdcf1 <U+0432><U+0441><U+0435> <U+0442><U+0430><U+043A><U+043E><U+0439> <U+0436><U+0435> <U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0441><U+043A><U+0438><U+0439> <U+0434><U+044D><U+043D><U+0434><U+0438>! <U+0001F60A> #BritishGP #TeamLH"
"4382";"Fantastic race! #Silverstone50 #BritishGP brilliant result @LewisHamilton @danielricciardo &amp; @JensonButton just wish JB where on the podium!"
"4383";"@LewisHamilton <U+0001F44F><U+0001F44F><U+0001F44F><U+0001F44F><U+0001F603><U+0001F3C1> amazing win! Shame about the shitty trophy @santanderuk #F1 #BritishGP @MercedesAMGF1 #BBCF1 #SkyF1"
"4384";"@Pichouinsportif Yes ! <U+0001F44D> #TeamMercedes #BritishGP #F1 @RunInLille"
"4385";"@MercedesAMGF1 @LewisHamilton Fantastic win Lewis! Absolutely thrilled with Lewis's win! #TeamLH #HAMmertime #27Wins #BritishGP #F1"
"4386";"There seems to be plenty of love for @LewisHamilton winning the #BritishGP, but none (AT ALL) for the trophy. Anyone have a photo of it?"
"4387";"COME ON LEWIS #BritishGP #LH44"
"4388";"Atmosphere at silverstone has looked quality all day! #BritishGP"
"4389";"What a drive from @ValtteriBottas ! 2nd place! Woo! Awesome race. &lt;3 #BritishGP"
"4390";"#Silverstone celebrations #F1 #BritishGP http://t.co/Tex3nHxEUO"
"4391";"#Bottas de esta manera consigue su segundo podio consecutivo! Le da el podio 154 a #Finlandia y el 299 a #Williams #Fomula1 #BritishGP"
"4392";"A job well done here at #BritishGp #TeamLh ... #GermanyGp here we come #F1"
"4393";"""@SkySportsF1: Report: Delight for Hamilton who wins an exciting #BritishGP. http://t.co/LEUzaoELaq #SkyF1 http://t.co/1vnmJzisGP"""
"4394";"Yes @LewisHamilton !!! U british beauty :) #silverstone #BritishGP"
"4395";"RT @trevparrett: Red Arrows done .... Not long to go now #BritishGP http://t.co/nbFR6eu6hk"
"4396";"This is why we love #F1! @alo_oficial #Vettel #BritishGP http://t.co/W5qclbfp0C"
"4397";"""@MercedesAMGF1: He salutes the Union Jack from the top step! That's a #BritishGP victory for the home hero everyone! Oh yeah! #F1 """
"4398";"Done with F1 #BritishGP, now time to move to #Wimbledon2014."
"4399";"As @LewisHamilton has just said ""Never give up"". The Win at #Silverstone50 today speaks for itself. #nevergiveup @FearStephen #BritishGP"
"4400";"RT @TobyWalkerLH44: Get in Lewis!!!!!! It feels so good at home, what an abserloutly amazing job at the #BritishGP Just 4 points behind ros…"
"4401";"Congratulations to @ValtteriBottas @WilliamsRacing  getting  back to back podiums #BritishGP #SilverstoneGP"
"4402";"Well done @LewisHamilton. #BritishGP #Mercedes"
"4403";"@lewishamilton #congrats #britishgp #teamlh http://t.co/Z1bEU6UEzM"
"4404";"Go Lewis! Super happy. Although it seems our absence is a good luck omen for the #BritishGP so slightly bitter sweet we weren't there."
"4405";"Nice Lewis asked what we were all thinking, ""where's the gold trophy?!"". #F1 #BritishGP"
"4406";"Second win for Lewis in Silverstone, second podium in a row for Bottas, Ricciardo over Vettel again.. #BritishGP #F1 http://t.co/Bxo9sMNlAO"
"4407";"Get in @LewisHamilton, got the perfect result there! #BritishGP #F1 #COMEONLEWIS"
"4408";"Congrats to Bottas and Williams Team! So happy for them. What a resurgence year for them. #BritishGP"
"4409";"Sweeeeeet win :-) #LewisHamilton #BritishGP"
"4410";"<U+30CF><U+30DF><U+30EB><U+30C8><U+30F3>2<U+756A><U+624B>! #BritishGP"
"4411";"The reason why Alonso awarded 5sec stop go penalty. #ForzaFerrari #F1 #BritishGP http://t.co/8J58WyeOHo"
"4412";"#BritishGP top 10. #F1 http://t.co/E30Mre1wxZ"
"4413";"""Where's the gold trophy?!"" - Exactly Lewis. What's that Santander trophy all about? No one wants that. #BritishGP #Silverstone"
"4414";"Yes, even @LewisHamilton mocking the trophy in #BritishGP #F1! Love that :) Sort it out, Bernie ;)"
"4415";"@autosport @LewisHamilton vs @nico_rosberg : The tide is turning http://t.co/6UeSLNAScA  #BritishGP #Silverstone #F1 #TeamLH @LHFanClub"
"4416";"Loved the retro looking grid girls. #BritishGP"
"4417";"Buzzing for Hamilton!!! #BritishGP #teamhamilton <U+0001F1EC><U+0001F1E7><U+0001F1EC><U+0001F1E7><U+0001F1EC><U+0001F1E7><U+0001F1EC><U+0001F1E7><U+0001F1EC><U+0001F1E7>"
"4418";"RT @_sashalive: WM-Wertung Teams nach 9/19 Rennen: 1. Mercedes 3262. Red Bull 1683. Ferrari 106#f1 #BritishGP #f1sky"
"4419";"Nice to see some @WilliamsRacing #Chefs attending the podium celebrations! #BritishGP"
"4420";"Gutted for #button #BritishGP getting 3rd would have been the icing on the cake! Great performance for 4th"
"4421";"RT @innocentsteph: How many poor British tablecloths were slaughtered for those hideous dresses?#F1 #BritishGP"
"4422";"Disappointed that nobody poured champagne on DC's head then up on the podium. #MissedOpportunity #F1 #BritishGP #Podium"
"4423";"HAM // BOT // RIC  <U+0001F1EC><U+0001F1E7> what a race!! Very happy for @ValtteriBottas and @danielricciardo well deserved boys! #BritishGP #formula1 #fun #F1"
"4424";"It's all fun and games during the podium interviews today. Three very happy guys up there. What a race! #BritishGP"
"4425";"RT @F1grid: Vettel says he smells something. Maybe it's Maldonado pulling off. Game over. #F1 #FuelYourFire #BritishGP"
"4426";"He salutes the Union Jack from the top step! That's a #BritishGP victory for the home hero everyone! Oh yeah! #F1 http://t.co/kHYwcom2t4"
"4427";"And I said, the trophies are awful, they're even falling apart! It's what happens when sponsors get involved #BritishGP #Hamilton #Santander"
"4428";"Congratulations @LewisHamilton on winning the #BritishGP Great win #SkyF1"
"4429";"RT @fmcgint: #F1 #BritishGP We're raising a glass to Lewis ... #WellDone http://t.co/TT8BaFtAfk"
"4430";"Chequered flag! #F1 #BritishGP http://t.co/bS0kE7O3zI"
"4431";"Those dresses they put the grid girls in are bloody horrible. #BritishGP"
"4432";"Well that was bloody excellent. #BritishGP"
"4433";"Ezzel @nico_rosberg továbbra is vezet az összetettben, de csak 4 pont az elonye :( #F1 #BritishGP #GPSilverstone"
"4434";"Get in @LewisHamilton championship is back on #BritishGP #teamhamilton #TeamMercedes #championship http://t.co/42pRgSldwn"
"4435";"British driver, winning the British Grand Prix...priceless! So chuffed for Hamilton, such a well deserved win! #F1 #BritishGP #WINNER"
"4436";"@LewisHamilton @MercedesAMGF1 Congrats on your win at #Silverstone #BritishGP #excellent <U+0001F44D><U+0001F44D><U+0001F44D>"
"4437";"A dominant win for @LewisHamilton. He deserved it.  #TeamLH, #BritishGP, #F1 http://t.co/FlM2alhvgL"""
"4438";"RT @alonso_WDC_2014: #BritishGP Results: HAM, BOT, RIC, BUT, VET, ALO, MAG, HUL, KVY, VER, PER, GRO, SUT, BIA, KOB, CHI, MAL. (Ret: ROS, ER…"
"4439";"#Santander <U+0442><U+0430><U+043A><U+043E><U+0433><U+043E> <U+043D><U+0435> <U+043F><U+0440><U+043E><U+0441><U+0442><U+0438><U+0442>... <U+0428><U+0443><U+0442><U+043A><U+0430> <U+043E><U+0442><U+043A><U+043B><U+0438><U+043A> <U+043A> <U+0432><U+0440><U+0435><U+043C><U+0435><U+043D><U+0430><U+043C> <U+0410><U+043B><U+043E><U+043D><U+0441><U+043E> <U+043A><U+0430><U+043A> <U+043F><U+0430><U+0440><U+0442><U+043D><U+0435><U+0440><U+0430> <U+041B><U+044C><U+044E><U+0438><U+0441><U+0430> <U+043F><U+043E> <U+043A><U+043E><U+043C><U+0430><U+043D><U+0434><U+0435> #F1 #BritishGP"
"4440";"Don't agree  with much @LewisHamilton says, but wholeheartedly agree on subject of #BritishGP trophies!!!!"
"4441";"Gotta work would rather be watching #BritishGP #Wimbledon2014"
"4442";"RT @JGPDamon: #Mercedes consigue asi su victoria 21, su 18 vta rapida y su podio 47 en 98 Carreras. Este fue el 3 triunfo en el #BritishGP …"
"4443";"RT @bbc5live: Lewis Hamilton wins the #BritishGP at Silverstone. Live reaction: http://t.co/cvn4hp6dzO #F1"
"4444";"Notas sobre el #BritishGP : 1. Preocupante lo de @MercedesAMGF1 el viernes y sábado fue lewis, hoy fue nico."
"4445";"Seriously Santander, what kind of trophy was that? #BritishGP"
"4446";"Glad a brit won the #BritishGP but still can't stand Hamilton sulked like a baby yday"
"4447";"RT @BurySue: Good point well made Lewis. Where is the real trophy?#BBCF1#BritishGP"
"4448";"RT @Elhadji95: Yeeeees!!!!! #F1 #GPSilverstone #BritishGP #TeamLH #congrats"
"4449";"#WhoopWhoop! @LewisHamilton great win on home turf! #BritishGP"
"4450";"Hamilton - ""where's the gold trophy man, this one's falling apart"".  Valid point, those #BritishGP trophies look like they're from Poundland"
"4451";"Hamilton is right, those trophies look shit #BritishGP"
"4452";"Lewis not afraid to say how shite the trophy is #BritishGP #skyf1"
"4453";"Congratulations to Santander for managing to design the cheapest and tackiest looking F1 trophies ever. #BritishGP"
"4454";"RT @AshNair_23: F1? Tennis? F1?? Tennis?? #firstworldproblems #BritishGP #formula1 #Wimbledon2014"
"4455";"Lewis Lewis Lewis Lewis Lewis!!! #bbcf1 #SkyF1 #BritishGP #Silverstone50 <U+0001F499><U+0001F499><U+0001F499>"
"4456";"Yes #F1 @LewisHamilton #BritishGP <U+0001F697>"
"4457";"@simmo_jl @LHFanClub @LewisHamilton vs @nico_rosberg : The tide is turning http://t.co/6UeSLNAScA  #BritishGP #Silverstone #F1 #TeamLH"
"4458";"Yes Hamilton #BritishGP"
"4459";"Well done @LewisHamilton not just for the win but for calling  #BritishGP out for that silly @santanderuk trophy. Proper one back please #F1"
"4460";"""Where's the gold trophy, man? Where's the gold trophy!"" #TeamLH #BritishGP #F1"
"4461";"We were just thinking the trophy looked rubbish #itsfallingapart @LewisHamilton #britishgp"
"4462";"I'm glad #Hamilton acknowledged the crappy #Santander trophy! :) #BritishGP"
"4463";"RT @F1_Madness: Ricciardo:""Nice to be up here on the podium. We just held on at the end. One more lap would've been tough"" #F1 #BritishGP"
"4464";"#BritishGP e' vissuto sul duello Alonso-Vettel. Peccato fosse per il 5 e 6 posto.....<U+2060>"
"4465";"3 years back Ricciardo made his debut on this very track. Today he takes his 4th podium this year #BritishGP #RaceCommentweeter #F1"
"4466";"That Vettel-Alonso fight though. I could watch that ALL day long. Great racing. #BritishGP #Silverstone"
"4467";"Having to sit through the Hamilton wank fest just to get to hear @danielricciardo say a few words. Worth it, but testing. #BritishGP"
"4468";"RT @CarefreeTom_182: Just watched the video of Raikkonen's crash on the opening lap. Damn. Glad he's ok! Escaped serious injury with that o…"
"4469";"That smile @danielricciardo !! Great result for you and @redbullracing #BritishGP"
"4470";"RT @rachelclarkef1: @SantanderGP why don't you let use the.gold.trophy!!!! #BritishGP"
"4471";"Well said #Lewis, come on #F1 where is the gold trophy? #LewisHamilton winner of #BritishGP"
"4472";"RT @PruebautoS: @fia #britishGP @fakesilverstone  CARRERON EN INGLATERRA EN LA @F1 #F1  las posiciones https://t.co/voyTx3cpf4 http://t.co/…"
"4473";"5 abandonos en #BritishGP Ericsson Massa Gutiérrez Rosberg Raikkonen"
"4474";"RT @JackLeslieF1: A shame Button couldn't nab his first #BritishGP podium but a strong drive and result nonetheless! #F1"
"4475";"Amazing drive by Ricciardo. Don't know how the hell he held on but he did #BritishGP #GoAussie"
"4476";"Hamillton..!! #BritishGP"
"4477";"RT @MichaelHoward84: The Santander logo would make a fabulous looking trophy, said no one ever. Shameful self-indulgence from @santanderuk …"
"4478";"#SSF1 #AbsoluteF1 #KeepFightingMichael #BritishGP Podium Interviews"
"4479";"Great to see #LewisHamilton win on home soil. #GrandPrix #BritishGP #Silverstone"
"4480";"Cheeky. Lewis having a dig at one of his former McLaren sponsors? To be fair, the trophies are rubbish #F1 #BritishGP"
"4481";"Yes where is the gold trophy? #F1 #BritishGP"
"4482";"WM-Wertung Teams nach 9/19 Rennen: 1. Mercedes 3262. Red Bull 1683. Ferrari 106#f1 #BritishGP #f1sky"
"4483";"Can I get that cool @LewisHamilton 's cap?  #F1 #BritishGP"
"4484";"Great to see @LewisHamilton wining his home race hope he can do the same next season :) #F1 #BritishGP"
"4485";"Even @LewisHamilton asked where the gold trophy was haha #BritishGP #Silverstone"
"4486";"That is one ugly trophy... #F1 #BritishGP"
"4487";"Lewis Hamilton""@Formula1game: Tweet us with your #DriverOfTheDay! #BritishGP #F1 http://t.co/K0c9gQ8yJ0"""
"4488";"LEWIS HAMILTON FUCKING GET IN!!! #BritishGP"
"4489";"YES LEWIS and congrats to Jenson for 4th, so close to 3rd. Can Lewis keep it going in Germany? @bbcf1 #BritishGP"
"4490";"Ha ha. Bravo @LewisHamilton. Where is the gold trophy @SilverstoneUK??? #SkyF1 #BritishGP"
"4491";"<U+30CF><U+30DF><U+30EB><U+30C8><U+30F3><U+304C>3<U+756A><U+624B><U+307E><U+3067><U+4E0A><U+304C><U+3063><U+305F><U+3002> #BritishGP"
"4492";"Dan :D hogy issza a pezsgojét :D de édes :D #F1 #BritishGP"
"4493";"Get in #Hamilton #BritishGP"
"4494";"Really pleased for @WilliamsRacing #BritishGP awesome race. Great for Britain"
"4495";"Go Lewis!<U+0001F698><U+0001F44F><U+0001F3C1> #F1 #BritishGP"
"4496";"Some wack trophy though #BritishGP"
"4497";"@Formula1game Daniel Ricciardo 37 laps on the soft tyer and to score a podium is unbelievable #DriverOfTheDay #BritishGP #F1"
"4498";"He'll no doubt get some shit for saying that, but to be fair, I thought it looked like a pretty wank trophy too #BritishGP #Hamilton"
"4499";"Amazing weekend......!! #BritishGP"
"4500";"For me there's no better result! A British driver winning the 50th British Grand Prix! Well done @LewisHamilton! #SkyF1 #BritishGP"
"4501";"Glad Hamilton pointed out that the trophy was a bit shit. I thought the same tbh. #BritishGP"
"4502";"@redbullracing's Sebastian #Vettel in drivers parade before race at @SilverstoneUK ... #Silverstone50 #BritishGP #F1 http://t.co/6etfbh37YH"
"4503";"#BritishGP results: DAN p3 &amp; SEB p5! #pushtheboundaries"
"4504";"RT @F1grid: That. Was. Great. Racing. #F1 #FuelYourFire #BritishGP"
"4505";"Sick weekend of #Sports: #FIFA quarter-finals, #BritishGP and now #Wimbledon finals #FederervsDjokovic ...sweeeet!!"
"4506";"Just watched the video of Raikkonen's crash on the opening lap. Damn. Glad he's ok! Escaped serious injury with that one. #BritishGP #F1"
"4507";"Haha I was just wondering the same thing Lewis! These naff sponsor ones are rubbish! Where’s the proper one?! #BritishGP"
"4508";"#BritishGP win revives @LewisHamilton 's title hopes as @MercedesAMGF1 team-mate @nico_rosberg retires with gearbox failure #F1"
"4509";"That winners trophy looks like a piece of tat from a pound shop #BritishGP"
"4510";"Lovely! #BritishGP ""@kuks: A Sunday well spent. #f1 #Wimbledon2014 http://t.co/a2tHAs8rnj"""
"4511";"RT @burn: A lap 51 retirement for @Pastormaldo, very unlucky again #F1 #BritishGP #FuelYourFire RT @F1journaal: http://t.co/xRLzjXM54c"
"4512";"Lol, Lewis not happy with his crappy trophy<U+0001F601> #F1 #BritishGP"
"4513";"Happy I decided to watch #BritishGP. What an exciting race that was."
"4514";"@MauriceHamilton Feckin Santander trophy. They got that wrong! As @LewisHamilton has kindly pointed out ha ha ha <U+0001F602> #BritishGP"
"4515";"Good point well made Lewis. Where is the real trophy?#BBCF1#BritishGP"
"4516";"50th anniversary race was fun.(*^o^*)#BritishGP http://t.co/4xgPOFbtmP"
"4517";"DC seems to go out his way to buy the shiniest clothes possible. #BritishGP"
"4518";"Love a scotts accent #f1 #BritishGP  got game#aussielove @danielricciardo  @redbullracing"
"4519";"RT @swetbing: ""@SkySportsF1: It's one happy Hamilton on the #BritishGP podium after today's win! http://t.co/eymYllwNZ7 #SkyF1 http://t.co/…"
"4520";"@SkySportsF1 @CroftyF1 @LewisHamilton vs @nico_rosberg : The tide is turning http://t.co/6UeSLNAScA  #BritishGP #Silverstone #F1 #TeamLH"
"4521";"Yes! @LewisHamilton #BritishGP @F1 #F1"
"4522";"How did Hamilton #BritishGP so easily again?! That Mercedes is definitely running on something unusual."
"4523";"3rd in the #AustrianGP , and now 2nd in the #BritishGP , how happy can Bottas be??? Can he win in Germany???"
"4524";"Haha!! Even Lewis doesn't like the trophy! #epicfail #BritishGP"
"4525";"That English anthem...brilliantly beautiful sounds to grace such a superfulously stupendous race... @LewisHamilton #F1 #BritishGp"
"4526";"Hah - where is the gold trophy? #F1 #BritishGP"
"4527";"Get in @LewisHamilton!!!!! #BritishGP @SilverstoneUK"
"4528";"I bet Santander are pleased - Lewis: ""Where's the gold trophy man? This one is falling apart!"" #BritishGP"
